Mapa,Filas,Columnas,Cajas,Algoritmo,Heuristica,Exito,Motivo_Finalizacion,Costo_Movimientos,Empujes,Nodos_Expandidos,Frontera_Maxima,Tiempo_Segundos
mapa_064,7,7,2,BFS,,True,Solucion,22.0,10.0,1902,164,0.017537700001412304
mapa_064,7,7,2,DFS,,True,Solucion,64.0,14.0,1046,42,0.009256000001187203
mapa_064,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,21,0.9874878999999055
mapa_064,7,7,2,Greedy,h1,True,Solucion,30.0,8.0,152,29,0.0032040999994933372
mapa_064,7,7,2,Greedy,h2,True,Solucion,30.0,8.0,177,73,0.0016993000008369563
mapa_064,7,7,2,Greedy,h3_no_admisible,True,Solucion,30.0,8.0,152,29,0.0014676999999210238
mapa_064,7,7,2,Greedy,h4_corner,True,Solucion,30.0,8.0,81,26,0.0006166000002849614
mapa_064,7,7,2,Greedy,h5_h2_corner,True,Solucion,30.0,8.0,85,50,0.0008915999987948453
mapa_064,7,7,2,A*,h1,True,Solucion,22.0,8.0,1240,194,0.015945499999361346
mapa_064,7,7,2,A*,h2,True,Solucion,22.0,8.0,1044,232,0.01834489999964717
mapa_064,7,7,2,A*,h3_no_admisible,True,Solucion,22.0,8.0,631,121,0.007205699999758508
mapa_064,7,7,2,A*,h4_corner,True,Solucion,22.0,8.0,750,149,0.009238900000127614
mapa_064,7,7,2,A*,h5_h2_corner,True,Solucion,22.0,8.0,631,179,0.010168200000407523
mapa_065,7,7,2,BFS,,True,Solucion,15.0,8.0,2566,350,0.019773199999690405
mapa_065,7,7,2,DFS,,True,Solucion,42.0,14.0,166,46,0.0010955999987345422
mapa_065,7,7,2,IDDFS,,True,Solucion,15.0,8.0,174662,16,0.792355999999927
mapa_065,7,7,2,Greedy,h1,True,Solucion,17.0,8.0,70,38,0.0019190000002708985
mapa_065,7,7,2,Greedy,h2,True,Solucion,30.0,12.0,251,138,0.0035797000000457047
mapa_065,7,7,2,Greedy,h3_no_admisible,True,Solucion,17.0,8.0,70,38,0.0007762999994156417
mapa_065,7,7,2,Greedy,h4_corner,True,Solucion,17.0,8.0,51,37,0.0006697000007989118
mapa_065,7,7,2,Greedy,h5_h2_corner,True,Solucion,30.0,12.0,144,118,0.0026127000000997214
mapa_065,7,7,2,A*,h1,True,Solucion,15.0,8.0,980,413,0.014420999999856576
mapa_065,7,7,2,A*,h2,True,Solucion,15.0,8.0,689,489,0.014915600000676932
mapa_065,7,7,2,A*,h3_no_admisible,True,Solucion,15.0,8.0,215,200,0.002991300001667696
mapa_065,7,7,2,A*,h4_corner,True,Solucion,15.0,8.0,687,297,0.009871700000076089
mapa_065,7,7,2,A*,h5_h2_corner,True,Solucion,15.0,8.0,500,359,0.010670800000298186
mapa_066,7,7,2,BFS,,True,Solucion,22.0,10.0,2521,212,0.017169400000057067
mapa_066,7,7,2,DFS,,True,Solucion,48.0,12.0,1108,65,0.007255199998326134
mapa_066,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,18,1.0115662000007433
mapa_066,7,7,2,Greedy,h1,True,Solucion,28.0,10.0,548,69,0.006398899999112473
mapa_066,7,7,2,Greedy,h2,True,Solucion,28.0,10.0,351,179,0.004555400000754162
mapa_066,7,7,2,Greedy,h3_no_admisible,True,Solucion,28.0,10.0,548,69,0.006416299998818431
mapa_066,7,7,2,Greedy,h4_corner,True,Solucion,28.0,10.0,261,51,0.002851699999155244
mapa_066,7,7,2,Greedy,h5_h2_corner,True,Solucion,28.0,10.0,182,100,0.0027210999996896135
mapa_066,7,7,2,A*,h1,True,Solucion,22.0,10.0,1592,321,0.0237885999995342
mapa_066,7,7,2,A*,h2,True,Solucion,22.0,10.0,1334,403,0.023712199999863515
mapa_066,7,7,2,A*,h3_no_admisible,True,Solucion,22.0,10.0,970,214,0.019429899999522604
mapa_066,7,7,2,A*,h4_corner,True,Solucion,22.0,10.0,858,222,0.011239599998589256
mapa_066,7,7,2,A*,h5_h2_corner,True,Solucion,22.0,10.0,732,263,0.013293299998622388
mapa_067,7,7,2,BFS,,True,Solucion,28.0,8.0,1520,117,0.01053949999914039
mapa_067,7,7,2,DFS,,True,Solucion,66.0,12.0,1087,35,0.008365699999558274
mapa_067,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,27,1.0653870999994979
mapa_067,7,7,2,Greedy,h1,True,Solucion,32.0,8.0,221,31,0.0026627000006556045
mapa_067,7,7,2,Greedy,h2,True,Solucion,38.0,10.0,253,96,0.004627099999197526
mapa_067,7,7,2,Greedy,h3_no_admisible,True,Solucion,32.0,8.0,221,31,0.0019204000000172528
mapa_067,7,7,2,Greedy,h4_corner,True,Solucion,32.0,8.0,92,26,0.000772299999880488
mapa_067,7,7,2,Greedy,h5_h2_corner,True,Solucion,38.0,10.0,130,62,0.002112699999997858
mapa_067,7,7,2,A*,h1,True,Solucion,28.0,8.0,1252,164,0.015660499999285094
mapa_067,7,7,2,A*,h2,True,Solucion,28.0,8.0,1082,178,0.016854500001500128
mapa_067,7,7,2,A*,h3_no_admisible,True,Solucion,28.0,8.0,765,130,0.01253530000030878
mapa_067,7,7,2,A*,h4_corner,True,Solucion,28.0,8.0,482,81,0.007587600000988459
mapa_067,7,7,2,A*,h5_h2_corner,True,Solucion,28.0,8.0,444,92,0.006210300000020652
mapa_068,7,7,2,BFS,,True,Solucion,16.0,10.0,1077,259,0.010842300000149407
mapa_068,7,7,2,DFS,,True,Solucion,40.0,14.0,1597,55,0.016073299999334267
mapa_068,7,7,2,IDDFS,,True,Solucion,16.0,10.0,28166,17,0.15476400000079593
mapa_068,7,7,2,Greedy,h1,True,Solucion,30.0,8.0,371,29,0.003500299999359413
mapa_068,7,7,2,Greedy,h2,True,Solucion,16.0,10.0,266,66,0.0030576999997720122
mapa_068,7,7,2,Greedy,h3_no_admisible,True,Solucion,30.0,8.0,371,29,0.004343799999332987
mapa_068,7,7,2,Greedy,h4_corner,True,Solucion,30.0,8.0,249,33,0.003190299999914714
mapa_068,7,7,2,Greedy,h5_h2_corner,True,Solucion,16.0,10.0,173,52,0.0018041999992419733
mapa_068,7,7,2,A*,h1,True,Solucion,16.0,10.0,351,148,0.0043166000014025485
mapa_068,7,7,2,A*,h2,True,Solucion,16.0,10.0,256,162,0.005114499999763211
mapa_068,7,7,2,A*,h3_no_admisible,True,Solucion,16.0,10.0,198,77,0.0027133999992656754
mapa_068,7,7,2,A*,h4_corner,True,Solucion,16.0,10.0,315,124,0.004328200000600191
mapa_068,7,7,2,A*,h5_h2_corner,True,Solucion,16.0,10.0,231,145,0.003875099999277154
mapa_069,7,7,2,BFS,,True,Solucion,15.0,8.0,2870,404,0.019988899999589194
mapa_069,7,7,2,DFS,,True,Solucion,44.0,12.0,310,60,0.0033607000004849397
mapa_069,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,16,0.9409957000007125
mapa_069,7,7,2,Greedy,h1,True,Solucion,21.0,8.0,443,62,0.005593199999566423
mapa_069,7,7,2,Greedy,h2,True,Solucion,21.0,8.0,313,161,0.0045731000009254785
mapa_069,7,7,2,Greedy,h3_no_admisible,True,Solucion,21.0,8.0,443,62,0.006361300000207848
mapa_069,7,7,2,Greedy,h4_corner,True,Solucion,21.0,8.0,172,52,0.0033391000015399186
mapa_069,7,7,2,Greedy,h5_h2_corner,True,Solucion,21.0,8.0,115,101,0.0022891999997227686
mapa_069,7,7,2,A*,h1,True,Solucion,15.0,8.0,1247,497,0.021190999999816995
mapa_069,7,7,2,A*,h2,True,Solucion,15.0,8.0,876,575,0.025659699998868746
mapa_069,7,7,2,A*,h3_no_admisible,True,Solucion,15.0,8.0,362,239,0.005549299999984214
mapa_069,7,7,2,A*,h4_corner,True,Solucion,15.0,8.0,907,362,0.015267600001607207
mapa_069,7,7,2,A*,h5_h2_corner,True,Solucion,15.0,8.0,650,437,0.013726099999985308
mapa_070,7,7,2,BFS,,True,Solucion,15.0,8.0,932,196,0.006351899999572197
mapa_070,7,7,2,DFS,,True,Solucion,30.0,12.0,2639,67,0.017746100000294973
mapa_070,7,7,2,IDDFS,,True,Solucion,15.0,8.0,30585,16,0.1497819000014715
mapa_070,7,7,2,Greedy,h1,True,Solucion,15.0,8.0,35,24,0.00046149999980116263
mapa_070,7,7,2,Greedy,h2,True,Solucion,25.0,8.0,51,37,0.0007912000000942498
mapa_070,7,7,2,Greedy,h3_no_admisible,True,Solucion,15.0,8.0,35,24,0.00043989999903715216
mapa_070,7,7,2,Greedy,h4_corner,True,Solucion,15.0,8.0,35,24,0.00051059999896097
mapa_070,7,7,2,Greedy,h5_h2_corner,True,Solucion,25.0,8.0,47,35,0.000872200000230805
mapa_070,7,7,2,A*,h1,True,Solucion,15.0,8.0,346,114,0.005425400000603986
mapa_070,7,7,2,A*,h2,True,Solucion,15.0,8.0,238,134,0.0038490999995701713
mapa_070,7,7,2,A*,h3_no_admisible,True,Solucion,16.0,8.0,198,91,0.0024855999999999767
mapa_070,7,7,2,A*,h4_corner,True,Solucion,15.0,8.0,282,94,0.004552000000330736
mapa_070,7,7,2,A*,h5_h2_corner,True,Solucion,15.0,8.0,203,113,0.004471300000659539
mapa_071,7,7,2,BFS,,True,Solucion,29.0,8.0,1717,157,0.012585100001160754
mapa_071,7,7,2,DFS,,True,Solucion,41.0,8.0,263,42,0.001577700000780169
mapa_071,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,23,1.0289689999990514
mapa_071,7,7,2,Greedy,h1,True,Solucion,33.0,10.0,200,26,0.002185800000006566
mapa_071,7,7,2,Greedy,h2,True,Solucion,33.0,10.0,247,85,0.004292899999200017
mapa_071,7,7,2,Greedy,h3_no_admisible,True,Solucion,33.0,10.0,200,26,0.0011902000005648006
mapa_071,7,7,2,Greedy,h4_corner,True,Solucion,33.0,10.0,197,24,0.0021188999999139924
mapa_071,7,7,2,Greedy,h5_h2_corner,True,Solucion,33.0,10.0,211,72,0.002764999999271822
mapa_071,7,7,2,A*,h1,True,Solucion,29.0,8.0,1205,152,0.018207999999503954
mapa_071,7,7,2,A*,h2,True,Solucion,29.0,8.0,1049,183,0.015114199999516131
mapa_071,7,7,2,A*,h3_no_admisible,True,Solucion,29.0,8.0,829,109,0.009821999999985565
mapa_071,7,7,2,A*,h4_corner,True,Solucion,29.0,8.0,890,85,0.013656900000569294
mapa_071,7,7,2,A*,h5_h2_corner,True,Solucion,29.0,8.0,807,112,0.012181000000055064
mapa_072,7,7,2,BFS,,True,Solucion,14.0,8.0,1898,361,0.013486499999999069
mapa_072,7,7,2,DFS,,True,Solucion,51.0,12.0,1761,74,0.0121990999996342
mapa_072,7,7,2,IDDFS,,True,Solucion,14.0,8.0,68107,15,0.31726460000027146
mapa_072,7,7,2,Greedy,h1,True,Solucion,14.0,8.0,30,31,0.00041620000047259964
mapa_072,7,7,2,Greedy,h2,True,Solucion,17.0,8.0,66,46,0.0009530999996059109
mapa_072,7,7,2,Greedy,h3_no_admisible,True,Solucion,14.0,8.0,30,31,0.0004023000001325272
mapa_072,7,7,2,Greedy,h4_corner,True,Solucion,14.0,8.0,30,31,0.00044330000127956737
mapa_072,7,7,2,Greedy,h5_h2_corner,True,Solucion,17.0,8.0,64,44,0.0010015999996539904
mapa_072,7,7,2,A*,h1,True,Solucion,14.0,8.0,695,338,0.01064349999978731
mapa_072,7,7,2,A*,h2,True,Solucion,14.0,8.0,468,345,0.00816560000021127
mapa_072,7,7,2,A*,h3_no_admisible,True,Solucion,14.0,8.0,264,197,0.004117499998756102
mapa_072,7,7,2,A*,h4_corner,True,Solucion,14.0,8.0,507,221,0.008283899998787092
mapa_072,7,7,2,A*,h5_h2_corner,True,Solucion,14.0,8.0,354,246,0.0074801999999181135
mapa_073,7,7,2,BFS,,True,Solucion,16.0,8.0,1285,174,0.009597199999916484
mapa_073,7,7,2,DFS,,True,Solucion,42.0,12.0,147,40,0.002035399998931098
mapa_073,7,7,2,IDDFS,,True,Solucion,16.0,8.0,159490,17,0.7530270000006567
mapa_073,7,7,2,Greedy,h1,True,Solucion,28.0,8.0,68,24,0.0009714999996504048
mapa_073,7,7,2,Greedy,h2,True,Solucion,16.0,8.0,21,23,0.0003820000001724111
mapa_073,7,7,2,Greedy,h3_no_admisible,True,Solucion,28.0,8.0,68,24,0.000872200000230805
mapa_073,7,7,2,Greedy,h4_corner,True,Solucion,28.0,8.0,68,24,0.0005209999999351567
mapa_073,7,7,2,Greedy,h5_h2_corner,True,Solucion,16.0,8.0,20,22,0.00028760000168404076
mapa_073,7,7,2,A*,h1,True,Solucion,16.0,8.0,502,196,0.010892000000239932
mapa_073,7,7,2,A*,h2,True,Solucion,16.0,8.0,372,213,0.009287200000471785
mapa_073,7,7,2,A*,h3_no_admisible,True,Solucion,16.0,8.0,263,115,0.004130599998461548
mapa_073,7,7,2,A*,h4_corner,True,Solucion,16.0,8.0,419,158,0.00760670000090613
mapa_073,7,7,2,A*,h5_h2_corner,True,Solucion,16.0,8.0,315,176,0.0043695000003936
mapa_074,7,7,2,BFS,,True,Solucion,23.0,10.0,895,117,0.005612799999653362
mapa_074,7,7,2,DFS,,True,Solucion,24.0,10.0,466,24,0.0046958999992057215
mapa_074,7,7,2,IDDFS,,True,Solucion,23.0,10.0,162784,24,0.8878616999991209
mapa_074,7,7,2,Greedy,h1,True,Solucion,23.0,10.0,111,41,0.0020039999999426072
mapa_074,7,7,2,Greedy,h2,True,Solucion,24.0,10.0,102,68,0.0026158000000577886
mapa_074,7,7,2,Greedy,h3_no_admisible,True,Solucion,23.0,10.0,111,41,0.0016260000011243392
mapa_074,7,7,2,Greedy,h4_corner,True,Solucion,23.0,10.0,77,29,0.0014688999999634689
mapa_074,7,7,2,Greedy,h5_h2_corner,True,Solucion,24.0,10.0,65,48,0.001203699999678065
mapa_074,7,7,2,A*,h1,True,Solucion,23.0,10.0,694,98,0.008005799998500152
mapa_074,7,7,2,A*,h2,True,Solucion,23.0,10.0,604,116,0.008294399998703739
mapa_074,7,7,2,A*,h3_no_admisible,True,Solucion,23.0,10.0,490,79,0.006500900000901311
mapa_074,7,7,2,A*,h4_corner,True,Solucion,23.0,10.0,389,80,0.004179999999905704
mapa_074,7,7,2,A*,h5_h2_corner,True,Solucion,23.0,10.0,325,95,0.0049450999995315215
mapa_075,7,7,2,BFS,,True,Solucion,16.0,8.0,2456,303,0.015810799999599112
mapa_075,7,7,2,DFS,,True,Solucion,56.0,20.0,988,40,0.0068044999989069765
mapa_075,7,7,2,IDDFS,,True,Solucion,16.0,8.0,142266,17,0.7509045000006154
mapa_075,7,7,2,Greedy,h1,True,Solucion,36.0,14.0,430,44,0.004505699998844648
mapa_075,7,7,2,Greedy,h2,True,Solucion,25.0,8.0,279,103,0.003411400000914
mapa_075,7,7,2,Greedy,h3_no_admisible,True,Solucion,36.0,14.0,430,44,0.003990600000179256
mapa_075,7,7,2,Greedy,h4_corner,True,Solucion,36.0,14.0,124,43,0.0014620999991166173
mapa_075,7,7,2,Greedy,h5_h2_corner,True,Solucion,25.0,8.0,59,60,0.0014745000007678755
mapa_075,7,7,2,A*,h1,True,Solucion,16.0,8.0,942,392,0.01352980000046955
mapa_075,7,7,2,A*,h2,True,Solucion,16.0,8.0,682,430,0.012611599999218015
mapa_075,7,7,2,A*,h3_no_admisible,True,Solucion,17.0,8.0,354,183,0.00524069999846688
mapa_075,7,7,2,A*,h4_corner,True,Solucion,16.0,8.0,574,249,0.009867900000244845
mapa_075,7,7,2,A*,h5_h2_corner,True,Solucion,16.0,8.0,430,275,0.008374700000786106
mapa_076,7,7,2,BFS,,True,Solucion,16.0,8.0,2950,397,0.023100000000340515
mapa_076,7,7,2,DFS,,True,Solucion,45.0,10.0,833,50,0.006165100001453538
mapa_076,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,16,0.9520205999997415
mapa_076,7,7,2,Greedy,h1,True,Solucion,26.0,8.0,109,61,0.0023681000002397923
mapa_076,7,7,2,Greedy,h2,True,Solucion,25.0,8.0,140,166,0.0026279999983671587
mapa_076,7,7,2,Greedy,h3_no_admisible,True,Solucion,26.0,8.0,109,61,0.0012451000002329238
mapa_076,7,7,2,Greedy,h4_corner,True,Solucion,26.0,8.0,105,55,0.001324400000157766
mapa_076,7,7,2,Greedy,h5_h2_corner,True,Solucion,25.0,8.0,128,147,0.0023424000009981683
mapa_076,7,7,2,A*,h1,True,Solucion,16.0,8.0,1818,732,0.030516000000716303
mapa_076,7,7,2,A*,h2,True,Solucion,16.0,8.0,1338,779,0.02432800000133284
mapa_076,7,7,2,A*,h3_no_admisible,True,Solucion,16.0,8.0,821,442,0.013390200001595076
mapa_076,7,7,2,A*,h4_corner,True,Solucion,16.0,8.0,1047,376,0.02409359999910521
mapa_076,7,7,2,A*,h5_h2_corner,True,Solucion,16.0,8.0,844,427,0.02033859999937704
mapa_077,7,7,2,BFS,,True,Solucion,27.0,12.0,1377,86,0.010439400000905152
mapa_077,7,7,2,DFS,,True,Solucion,49.0,18.0,108,54,0.0007814999989932403
mapa_077,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,23,1.0582261999988987
mapa_077,7,7,2,Greedy,h1,True,Solucion,31.0,12.0,144,30,0.001828399999794783
mapa_077,7,7,2,Greedy,h2,True,Solucion,31.0,12.0,110,56,0.0018721999986155424
mapa_077,7,7,2,Greedy,h3_no_admisible,True,Solucion,31.0,12.0,144,30,0.00138150000020687
mapa_077,7,7,2,Greedy,h4_corner,True,Solucion,31.0,12.0,98,32,0.0012263000007806113
mapa_077,7,7,2,Greedy,h5_h2_corner,True,Solucion,31.0,12.0,52,39,0.0007816999986971496
mapa_077,7,7,2,A*,h1,True,Solucion,27.0,12.0,952,135,0.015183899999101413
mapa_077,7,7,2,A*,h2,True,Solucion,27.0,12.0,840,168,0.012861299999713083
mapa_077,7,7,2,A*,h3_no_admisible,True,Solucion,27.0,12.0,660,131,0.010347600000386592
mapa_077,7,7,2,A*,h4_corner,True,Solucion,27.0,12.0,381,92,0.007440299999871058
mapa_077,7,7,2,A*,h5_h2_corner,True,Solucion,27.0,12.0,334,106,0.007340899999690009
mapa_078,7,7,2,BFS,,True,Solucion,18.0,8.0,2797,313,0.020658000001276378
mapa_078,7,7,2,DFS,,True,Solucion,64.0,14.0,1935,55,0.015519299999141367
mapa_078,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,17,0.9879789000005985
mapa_078,7,7,2,Greedy,h1,True,Solucion,20.0,8.0,120,40,0.0016496999996888917
mapa_078,7,7,2,Greedy,h2,True,Solucion,20.0,8.0,83,74,0.0017182000010507181
mapa_078,7,7,2,Greedy,h3_no_admisible,True,Solucion,20.0,8.0,120,40,0.0010387000002083369
mapa_078,7,7,2,Greedy,h4_corner,True,Solucion,20.0,8.0,65,40,0.0009303999995609047
mapa_078,7,7,2,Greedy,h5_h2_corner,True,Solucion,20.0,8.0,50,57,0.0009831999996094964
mapa_078,7,7,2,A*,h1,True,Solucion,18.0,8.0,1470,475,0.025335500000437605
mapa_078,7,7,2,A*,h2,True,Solucion,18.0,8.0,1112,562,0.019523500001014327
mapa_078,7,7,2,A*,h3_no_admisible,True,Solucion,18.0,8.0,538,237,0.008038799998757895
mapa_078,7,7,2,A*,h4_corner,True,Solucion,18.0,8.0,813,298,0.012028299999656156
mapa_078,7,7,2,A*,h5_h2_corner,True,Solucion,18.0,8.0,628,351,0.014060999999855994
mapa_079,7,7,2,BFS,,True,Solucion,42.0,14.0,3365,197,0.028372299999318784
mapa_079,7,7,2,DFS,,True,Solucion,88.0,18.0,3189,88,0.026905000000624568
mapa_079,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,22,1.0610715999991953
mapa_079,7,7,2,Greedy,h1,True,Solucion,42.0,14.0,754,79,0.011733499999536434
mapa_079,7,7,2,Greedy,h2,True,Solucion,42.0,14.0,433,178,0.008674000000610249
mapa_079,7,7,2,Greedy,h3_no_admisible,True,Solucion,42.0,14.0,754,79,0.008251400000517606
mapa_079,7,7,2,Greedy,h4_corner,True,Solucion,42.0,14.0,261,70,0.002754500001174165
mapa_079,7,7,2,Greedy,h5_h2_corner,True,Solucion,42.0,14.0,147,125,0.004831899999771849
mapa_079,7,7,2,A*,h1,True,Solucion,42.0,10.0,3338,337,0.06527229999846895
mapa_079,7,7,2,A*,h2,True,Solucion,42.0,10.0,3251,409,0.1556220000002213
mapa_079,7,7,2,A*,h3_no_admisible,True,Solucion,42.0,10.0,3171,355,0.04458410000006552
mapa_079,7,7,2,A*,h4_corner,True,Solucion,42.0,10.0,1594,230,0.025478000001385226
mapa_079,7,7,2,A*,h5_h2_corner,True,Solucion,42.0,10.0,1555,259,0.029857800000172574
mapa_080,7,7,2,BFS,,True,Solucion,22.0,8.0,1636,156,0.0099393999989843
mapa_080,7,7,2,DFS,,True,Solucion,36.0,8.0,1620,41,0.011962399999902118
mapa_080,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,22,1.0668267999990348
mapa_080,7,7,2,Greedy,h1,True,Solucion,22.0,8.0,174,20,0.0019845999995595776
mapa_080,7,7,2,Greedy,h2,True,Solucion,22.0,8.0,125,45,0.0014941999997972744
mapa_080,7,7,2,Greedy,h3_no_admisible,True,Solucion,22.0,8.0,174,20,0.0015814999987924239
mapa_080,7,7,2,Greedy,h4_corner,True,Solucion,22.0,8.0,63,21,0.0007267999990290264
mapa_080,7,7,2,Greedy,h5_h2_corner,True,Solucion,22.0,8.0,42,37,0.0006693999985145638
mapa_080,7,7,2,A*,h1,True,Solucion,22.0,8.0,992,198,0.017200500000399188
mapa_080,7,7,2,A*,h2,True,Solucion,22.0,8.0,818,229,0.014281399999163114
mapa_080,7,7,2,A*,h3_no_admisible,True,Solucion,22.0,8.0,493,127,0.006674199999906705
mapa_080,7,7,2,A*,h4_corner,True,Solucion,22.0,8.0,603,147,0.008556400000088615
mapa_080,7,7,2,A*,h5_h2_corner,True,Solucion,22.0,8.0,490,166,0.008686600000146427
mapa_081,7,7,2,BFS,,True,Solucion,19.0,8.0,2440,270,0.020365299998957198
mapa_081,7,7,2,DFS,,True,Solucion,22.0,8.0,761,40,0.004641900000933674
mapa_081,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,19,0.978039000001445
mapa_081,7,7,2,Greedy,h1,True,Solucion,20.0,8.0,40,27,0.0005889000003662659
mapa_081,7,7,2,Greedy,h2,True,Solucion,23.0,8.0,124,97,0.0020583000004990026
mapa_081,7,7,2,Greedy,h3_no_admisible,True,Solucion,20.0,8.0,40,27,0.0008035999999265186
mapa_081,7,7,2,Greedy,h4_corner,True,Solucion,20.0,8.0,40,27,0.000960299999860581
mapa_081,7,7,2,Greedy,h5_h2_corner,True,Solucion,23.0,8.0,59,58,0.0015526000006502727
mapa_081,7,7,2,A*,h1,True,Solucion,19.0,8.0,1597,384,0.02002169999832404
mapa_081,7,7,2,A*,h2,True,Solucion,19.0,8.0,1235,465,0.020900899999105604
mapa_081,7,7,2,A*,h3_no_admisible,True,Solucion,19.0,8.0,881,299,0.014824700001554447
mapa_081,7,7,2,A*,h4_corner,True,Solucion,19.0,8.0,888,211,0.019414500000493717
mapa_081,7,7,2,A*,h5_h2_corner,True,Solucion,19.0,8.0,728,262,0.013056400001005386
mapa_082,7,7,2,BFS,,True,Solucion,18.0,8.0,1947,226,0.013129299999491195
mapa_082,7,7,2,DFS,,True,Solucion,44.0,12.0,73,41,0.0011199000000488013
mapa_082,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,17,0.9554437000006146
mapa_082,7,7,2,Greedy,h1,True,Solucion,22.0,8.0,51,26,0.0006333000001177425
mapa_082,7,7,2,Greedy,h2,True,Solucion,22.0,8.0,34,42,0.000650399999358342
mapa_082,7,7,2,Greedy,h3_no_admisible,True,Solucion,22.0,8.0,51,26,0.0006264000003284309
mapa_082,7,7,2,Greedy,h4_corner,True,Solucion,22.0,8.0,51,26,0.001471300000048359
mapa_082,7,7,2,Greedy,h5_h2_corner,True,Solucion,22.0,8.0,33,42,0.000790699999924982
mapa_082,7,7,2,A*,h1,True,Solucion,18.0,8.0,1265,310,0.014822500001173466
mapa_082,7,7,2,A*,h2,True,Solucion,18.0,8.0,1015,361,0.018306700001630816
mapa_082,7,7,2,A*,h3_no_admisible,True,Solucion,18.0,8.0,647,205,0.008443899998383131
mapa_082,7,7,2,A*,h4_corner,True,Solucion,18.0,8.0,957,231,0.017094599999836646
mapa_082,7,7,2,A*,h5_h2_corner,True,Solucion,18.0,8.0,787,275,0.01846550000118441
mapa_083,7,7,2,BFS,,True,Solucion,24.0,10.0,1534,132,0.01059720000012021
mapa_083,7,7,2,DFS,,True,Solucion,34.0,12.0,544,31,0.002952200000436278
mapa_083,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,22,1.1164681000009296
mapa_083,7,7,2,Greedy,h1,True,Solucion,32.0,10.0,227,50,0.0018113999994966434
mapa_083,7,7,2,Greedy,h2,True,Solucion,32.0,10.0,171,77,0.001458200000342913
mapa_083,7,7,2,Greedy,h3_no_admisible,True,Solucion,32.0,10.0,227,50,0.0024957999994512647
mapa_083,7,7,2,Greedy,h4_corner,True,Solucion,32.0,10.0,145,49,0.0010400000010122312
mapa_083,7,7,2,Greedy,h5_h2_corner,True,Solucion,32.0,10.0,96,65,0.0013675999998667976
mapa_083,7,7,2,A*,h1,True,Solucion,24.0,10.0,1209,176,0.017457199999626027
mapa_083,7,7,2,A*,h2,True,Solucion,24.0,10.0,1049,202,0.020855200000369223
mapa_083,7,7,2,A*,h3_no_admisible,True,Solucion,24.0,10.0,796,158,0.010825300001670257
mapa_083,7,7,2,A*,h4_corner,True,Solucion,24.0,10.0,510,92,0.008412799999859999
mapa_083,7,7,2,A*,h5_h2_corner,True,Solucion,24.0,10.0,461,111,0.0077830999998695916
mapa_084,7,7,2,BFS,,True,Solucion,19.0,8.0,2863,335,0.020985699999073404
mapa_084,7,7,2,DFS,,True,Solucion,173.0,32.0,2075,98,0.014718500000526547
mapa_084,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,17,0.9705315999999584
mapa_084,7,7,2,Greedy,h1,True,Solucion,35.0,12.0,287,47,0.0034968999989359872
mapa_084,7,7,2,Greedy,h2,True,Solucion,27.0,8.0,153,82,0.0028447999993659323
mapa_084,7,7,2,Greedy,h3_no_admisible,True,Solucion,35.0,12.0,287,47,0.0033922999991773395
mapa_084,7,7,2,Greedy,h4_corner,True,Solucion,35.0,12.0,184,47,0.0025640999992901925
mapa_084,7,7,2,Greedy,h5_h2_corner,True,Solucion,27.0,8.0,102,69,0.0015884000004007248
mapa_084,7,7,2,A*,h1,True,Solucion,19.0,8.0,1781,478,0.03362649999871792
mapa_084,7,7,2,A*,h2,True,Solucion,19.0,8.0,1416,560,0.03215079999972659
mapa_084,7,7,2,A*,h3_no_admisible,True,Solucion,19.0,8.0,707,237,0.013212599998951191
mapa_084,7,7,2,A*,h4_corner,True,Solucion,19.0,8.0,1203,318,0.021597299999484676
mapa_084,7,7,2,A*,h5_h2_corner,True,Solucion,19.0,8.0,1006,369,0.020522799999525887
mapa_085,7,7,2,BFS,,True,Solucion,24.0,10.0,868,70,0.005902000000787666
mapa_085,7,7,2,DFS,,True,Solucion,26.0,10.0,60,30,0.0004473999997571809
mapa_085,7,7,2,IDDFS,,True,Solucion,24.0,10.0,103994,25,0.5502073999996355
mapa_085,7,7,2,Greedy,h1,True,Solucion,26.0,10.0,149,21,0.0016194999989238568
mapa_085,7,7,2,Greedy,h2,True,Solucion,24.0,10.0,82,38,0.001857499999459833
mapa_085,7,7,2,Greedy,h3_no_admisible,True,Solucion,26.0,10.0,149,21,0.0016727000001992565
mapa_085,7,7,2,Greedy,h4_corner,True,Solucion,26.0,10.0,74,19,0.0007667000008950708
